Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",924.217900594076,28.5302149147554,0.503651880572204,0
"BM3D",706.964371999105,31.3283345938054,0.711169183997196,4.25462851846355
"KSVD",827.809954325358,36.0939033770993,0.876280010936293,71.5238969717449
"FOE",883.158027648926,31.0632972427036,0.665631794046219,26.9933298015797
"EPLL",1114.16475931803,35.639653230143,0.927011014679528,496.155528089284
