Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",9.72443008422851,38.4695581655306,0.860872949852398,0
"BM3D",14159.9699134827,22.7257362446086,0.0447331288358821,6.81518651449072
"KSVD",7240.771068573,21.508622927353,0.0868008486559333,149.824219329798
"FOE",8.18761444091797,39.2627795397472,0.879586293039369,101.906253651496
"EPLL",7409.96825663249,22.5580556973023,0.115267262740231,464.344628234239
