Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",979.629456837972,22.0442679029011,0.235351196352861,0
"BM3D",606.469559987386,23.546452744652,0.321196459697082,3.45027135553022
"KSVD",639.773025512695,24.8172107061407,0.438252016142547,3591.11889982978
"FOE",775.498053232829,24.900270216085,0.383595643825434,29.8560319563178
"EPLL",640.99375406901,29.6018469208029,0.778867786001724,471.690511793741
