Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",199.130443572998,25.2154563878368,0.327916735505143,0
"BM3D",581.433606465658,24.8699176136033,0.321334007179294,4.21901320381114
"KSVD",279.205210367839,27.7701363008783,0.648914714390758,445.73122104462
"FOE",131.379203796387,27.0614550775531,0.455424210058898,26.7706943132976
"EPLL",10388.181418101,23.6663348019609,0.598475734253965,489.43449018004
