Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",106.95268758138,28.2094525807496,0.486007468459555,0
"BM3D",474.017908732096,29.7390265671732,0.690579870152836,4.07547662884374
"KSVD",479.725042978923,30.6401575098772,0.900922000148124,96.9598666986683
"FOE",56.374454498291,31.3405816809369,0.687305081119168,47.739238941295
"EPLL",1561.76186625163,26.2781345278591,0.861965782389175,471.414263258288
