Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",61.8490447998047,30.3587956928639,0.598873954201454,0
"BM3D",2744.77028910319,28.0118919635528,0.356378478176405,4.06568351276326
"KSVD",1663.79193115234,29.6549858926096,0.726509814951393,96.4384937991669
"FOE",33.0115636189779,33.2125727694688,0.757253509797984,26.5823544691158
"EPLL",3723.02089945475,29.7968685640268,0.715275205311984,480.614998452555
