Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",188.661324818929,26.9524616221082,0.444212434687199,0
"BM3D",133.668427785238,33.0569112110705,0.801274805924059,4.1777114236178
"KSVD",143.799647013346,34.5754057845055,0.944079552750251,66.6784263274078
"FOE",126.220677693685,29.7537579520133,0.640650362812993,73.6642897069645
"EPLL",349.147415161133,29.3445400739555,0.937702391345122,463.854941639218
