Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",924.217900594076,28.5302149147554,0.503651880572204,0
"BM3D",814.822736104329,35.8107061939183,0.852885541978197,4.30138267366912
"KSVD",1012.58227157593,37.9816665171539,0.925835847545783,127.642562710997
"FOE",880.447331746419,31.29095088698,0.677861355009603,69.957159459468
"EPLL",1114.47505569458,35.6294677515022,0.926996485804643,463.398333259645
