Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",145.961040496826,26.5942618658215,0.41404350448768,0
"BM3D",1403.65639368693,25.9780577792523,0.382260830342454,4.22281431291864
"KSVD",99.4879862467448,32.6120588961002,0.844012401409285,106.347975373518
"FOE",78.1385904947917,29.4035412617227,0.601568277827841,47.9075520052045
"EPLL",11094.6029421488,21.6847772679562,0.436306295565757,466.63947650568
