Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",571.40815226237,27.381661002724,0.536554255058982,0
"BM3D",590.222245534261,32.9525831810026,0.627900576713479,6.77583759407044
"KSVD",538.000199635824,36.6929181718765,0.921439689868731,90.673605562591
"FOE",563.142172495524,27.6940977854467,0.565165841372246,101.893790008558
"EPLL",554.52051671346,30.1144313259935,0.901312601656525,464.746044146395
