Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",950.75000890096,24.451198325134,0.400444309825787,0
"BM3D",529.292822519938,26.3065869570152,0.59950358567511,3.70409733428917
"KSVD",597.490695953369,31.7254738340409,0.831070900442356,46.2469627444726
"FOE",845.320720672607,26.8682621251931,0.538349805403442,77.4133553186316
"EPLL",771.64833577474,27.0714821184883,0.835894491466223,464.892887595492
