Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",979.629456837972,22.0442679029011,0.235351196352861,0
"BM3D",486.678028106689,32.8315894003377,0.719378194446004,6.57753765186278
"KSVD",645.049601236979,37.4898221877401,0.789263972488496,86.5372697386081
"FOE",961.538683573405,22.2383325690333,0.244590165220028,101.944642919176
"EPLL",641.28010559082,29.5782960024336,0.77872650164009,464.902962962378
