Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",950.75000890096,24.451198325134,0.400444309825787,0
"BM3D",414.540438334147,28.2274851290702,0.798026638231378,6.61715579612886
"KSVD",688.970530192057,30.9500327186408,0.851327904541924,102.280532826361
"FOE",937.578001658122,24.6953847507372,0.416656901311039,101.87861912642
"EPLL",771.780118306478,27.0685656944693,0.835861872960942,464.582069849772
