Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",1491.1966082255,22.2846444078916,0.207735763058466,0
"BM3D",1035.65088907878,27.5193113314223,0.494605622168868,4.05089436003676
"KSVD",1096.56847000122,33.3274099193521,0.849920932970008,98.2009740218727
"FOE",1350.73747380575,24.2120975418724,0.314410307029285,101.546639281101
"EPLL",1074.33830769857,37.116940044426,0.904124516521403,463.751477967857
