Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",188.661324818929,26.9524616221082,0.444212434687199,0
"BM3D",129.420716603597,34.2938231270007,0.84424195835068,4.16972155464534
"KSVD",186.441749572754,33.1513122503133,0.943402329155708,111.95496777209
"FOE",124.919490814209,29.8360671778057,0.645463352540551,101.597948135329
"EPLL",349.165826161702,29.3441236468588,0.937702478872604,464.83059780326
