Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",65.117546081543,30.2392665271999,0.616074304078052,0
"BM3D",59.2722562154134,34.2247063473113,0.762615527060336,4.14106342629583
"KSVD",20.6724980672201,38.1470156824378,0.897310643723929,52.124515239175
"FOE",36.2718454996745,32.9838976738226,0.763911081645118,26.8458464524034
"EPLL",1236.00541559855,19.773431422614,0.795895738640443,492.925201167847
