Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",578.920225779216,20.6079104859916,0.225449915486305,0
"BM3D",550.872018178304,22.3103999019521,0.287844058885101,3.80168308326833
"KSVD",299.269470214844,24.2967947947959,0.539170015038589,974.717138111043
"FOE",339.77197265625,22.9873147625402,0.342634742738089,55.2567649399497
"EPLL",2421.56228256226,19.1104651693032,0.693381303764302,469.991713274236
