Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",60.0681088765462,30.480399741792,0.635650981504868,0
"BM3D",475.547023773193,26.0230845424386,0.703185742181523,4.2288434269906
"KSVD",507.810043334961,24.8172295878188,0.837357088699589,70.112438852238
"FOE",36.0825665791829,32.7877959339149,0.772559885570342,44.3483298647407
"EPLL",2504.19836044312,18.6088694762239,0.648525398659024,472.527328194132
