Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",145.961040496826,26.5942618658215,0.41404350448768,0
"BM3D",603.363957722982,26.5203730400244,0.406858818289524,4.14431148172594
"KSVD",197.113091786702,29.6547402983935,0.714027259315077,139.883310805903
"FOE",89.8367983500163,28.7705150043585,0.561624631036571,25.7823546270184
"EPLL",11087.7700335185,21.6886744599805,0.436222516108563,478.886264373079
