Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",795.600648244222,29.4260058335938,0.583986939219715,0
"BM3D",639.391272226969,31.0727036178368,0.718022533332009,3.82907601744507
"KSVD",603.653751373291,35.683474291506,0.870257587684304,66.2056570167156
"FOE",761.646481831869,31.9135820604492,0.723572944844128,26.5118876933911
"EPLL",780.36962000529,33.8480014975487,0.879495779008267,485.797206546008
