Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",309.474599202474,25.356597164289,0.399182257447691,0
"BM3D",511.696123758952,30.1697168495728,0.689047732678872,3.7384604817291
"KSVD",661.749050140381,29.4947709372934,0.821843393579714,112.212815134012
"FOE",216.835903167725,28.1289885042579,0.572760500794736,101.791946812105
"EPLL",1457.17933654785,25.7032312960861,0.781896432808772,466.846315028217
