Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",106.95268758138,28.2094525807496,0.486007468459555,0
"BM3D",414.52347056071,29.0149883765293,0.581721126213383,4.09394451620238
"KSVD",240.877970377604,31.4892428732182,0.854120000740444,81.8439776757376
"FOE",63.6078020731608,30.7303792622887,0.655079677821517,26.9092664321287
"EPLL",1561.16497548421,26.2791719173928,0.861962033313716,495.476229745051
