Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",795.600648244222,29.4260058335938,0.583986939219715,0
"BM3D",581.305917104085,31.8557190609398,0.783618267474499,3.95138575276882
"KSVD",606.027922312419,37.629932239558,0.905489482781107,70.8673902814139
"FOE",764.130065917969,31.6828653583975,0.713959756887977,44.2113663781261
"EPLL",780.482409159342,33.8397601318495,0.879423002227246,464.755794234031
