Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",327.821859995524,34.6076152875676,0.797255066180911,0
"BM3D",491.344985961914,35.0034059083442,0.571897918535312,4.25054989562642
"KSVD",295.66598256429,40.8054430100779,0.959949020216878,102.375050528816
"FOE",318.434209187826,36.655889331612,0.873530609085156,62.6509169401012
"EPLL",247.960703531901,32.9332244671831,0.931012198584553,465.310774717275
