QM,ORIGINAL,BM3D,KSVD,WNNM,FOE,NCSR,EPLL
"MSE",417.799567286173,1228.31117992401,661.829725138346,NaN,352.073617172241,NaN,3049.91714998881
"PSNR",28.05106489921,27.9992549689984,30.6917676369447,NaN,30.4178441563735,NaN,27.4736095924037
"SSIM",0.503258650626292,0.493111697843747,0.712752615233474,NaN,0.638424256944697,NaN,0.747985197083297
"TIME",0,4.03223262756157,653.550031363394,NaN,26.9738004735498,NaN,488.116793192663
