Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",65.117546081543,30.2392665271999,0.616074304078052,0
"BM3D",84.8376388549805,38.2898112787243,0.792150122042184,4.25713956374684
"KSVD",13.3254737854004,38.7273630426172,0.908463330956337,66.4916469551652
"FOE",34.7238985697428,33.1940859790501,0.771414309298648,70.0254677073497
"EPLL",1236.91534169515,19.7697202208906,0.795808707017325,464.388293420832
