Algorithm,MSE,PSNR,SSIM,TIME
"before-denoising",924.217900594076,28.5302149147554,0.503651880572204,0
"BM3D",860.358283996582,37.345686211104,0.877109621126766,4.23487451484442
"KSVD",1011.16809844971,38.0846900423155,0.926227231452931,137.707208409258
"FOE",877.539442698161,31.5526874904117,0.690481149674243,99.8025116768935
"EPLL",1114.51077651978,35.6283659836607,0.926994406481841,462.588238312843
